case_id,base_id,family,defective,tools_available,kind,exact_correct,outcome,failure_code,input_tokens,output_tokens,accounted_cost_usd
td-main-formal_rules-0022-d1-t1,td-main-formal_rules-0022,formal_rules,True,True,final_answer,True,pass,,2274,92,0.00205050
td-main-record_preparation-0023-d1-t0,td-main-record_preparation-0023,record_preparation,True,False,final_answer,True,pass,,815,100,0.00098625
td-main-formal_rules-0019-d1-t0,td-main-formal_rules-0019,formal_rules,True,False,final_answer,True,pass,,393,308,0.00144975
td-main-formal_rules-0045-d0-t1,td-main-formal_rules-0045,formal_rules,False,True,final_answer,True,pass,,1723,263,0.00227850
td-main-record_preparation-0043-d1-t1,td-main-record_preparation-0043,record_preparation,True,True,final_answer,True,pass,,782,82,0.000894
td-main-formal_rules-0023-d1-t1,td-main-formal_rules-0023,formal_rules,True,True,final_answer,True,pass,,2343,144,0.00229725
td-main-reconciliation-0014-d0-t1,td-main-reconciliation-0014,reconciliation,False,True,final_answer,True,pass,,2690,271,0.00303375
td-main-reconciliation-0025-d0-t1,td-main-reconciliation-0025,reconciliation,False,True,final_answer,True,pass,,1463,176,0.00175725
td-main-record_preparation-0037-d0-t1,td-main-record_preparation-0037,record_preparation,False,True,final_answer,True,pass,,1314,1067,0.00498675
td-main-reconciliation-0008-d1-t1,td-main-reconciliation-0008,reconciliation,True,True,final_answer,True,pass,,1694,32,0.00139050
td-main-reconciliation-0032-d0-t1,td-main-reconciliation-0032,reconciliation,False,True,final_answer,True,pass,,1360,140,0.0015450
td-main-record_preparation-0026-d0-t1,td-main-record_preparation-0026,record_preparation,False,True,agent_failure,False,fail,REQUEST_BUDGET_EXHAUSTED,5479,156,0.00469425
td-main-reconciliation-0003-d1-t0,td-main-reconciliation-0003,reconciliation,True,False,final_answer,True,pass,,459,16,0.00040425
td-main-formal_rules-0008-d0-t1,td-main-formal_rules-0008,formal_rules,False,True,final_answer,True,pass,,1405,100,0.00142875
td-main-formal_rules-0007-d1-t0,td-main-formal_rules-0007,formal_rules,True,False,final_answer,True,pass,,489,19,0.000438
td-main-formal_rules-0022-d0-t0,td-main-formal_rules-0022,formal_rules,False,False,final_answer,True,pass,,455,69,0.0006
td-main-reconciliation-0033-d0-t1,td-main-reconciliation-0033,reconciliation,False,True,agent_failure,False,fail,REQUEST_BUDGET_EXHAUSTED,2052,82,0.00184650
td-main-reconciliation-0032-d1-t0,td-main-reconciliation-0032,reconciliation,True,False,final_answer,True,pass,,387,16,0.00035025
td-main-record_preparation-0049-d1-t0,td-main-record_preparation-0049,record_preparation,True,False,final_answer,True,pass,,792,579,0.00276525
td-main-formal_rules-0020-d0-t0,td-main-formal_rules-0020,formal_rules,False,False,final_answer,True,pass,,394,32,0.0004155
td-main-record_preparation-0039-d0-t1,td-main-record_preparation-0039,record_preparation,False,True,final_answer,True,pass,,782,83,0.00089775
td-main-reconciliation-0023-d0-t0,td-main-reconciliation-0023,reconciliation,False,False,final_answer,True,pass,,400,452,0.001995
td-main-reconciliation-0037-d0-t0,td-main-reconciliation-0037,reconciliation,False,False,final_answer,True,pass,,474,41,0.00050925
td-main-record_preparation-0039-d0-t0,td-main-record_preparation-0039,record_preparation,False,False,final_answer,True,pass,,543,83,0.0007185
td-main-reconciliation-0000-d1-t1,td-main-reconciliation-0000,reconciliation,True,True,final_answer,True,pass,,729,236,0.00143175
td-main-reconciliation-0026-d0-t1,td-main-reconciliation-0026,reconciliation,False,True,final_answer,True,pass,,1462,168,0.00172650
td-main-reconciliation-0005-d1-t0,td-main-reconciliation-0005,reconciliation,True,False,final_answer,True,pass,,523,16,0.00045225
td-main-reconciliation-0007-d1-t1,td-main-reconciliation-0007,reconciliation,True,True,final_answer,True,pass,,628,16,0.000531
td-main-formal_rules-0010-d0-t0,td-main-formal_rules-0010,formal_rules,False,False,final_answer,True,pass,,423,57,0.000531
td-main-record_preparation-0010-d1-t0,td-main-record_preparation-0010,record_preparation,True,False,final_answer,True,pass,,779,730,0.00332175
td-main-formal_rules-0031-d0-t0,td-main-formal_rules-0031,formal_rules,False,False,final_answer,True,pass,,426,58,0.000537
td-main-formal_rules-0018-d0-t1,td-main-formal_rules-0018,formal_rules,False,True,final_answer,True,pass,,1606,187,0.00190575
td-main-reconciliation-0054-d1-t0,td-main-reconciliation-0054,reconciliation,True,False,final_answer,True,pass,,524,250,0.0013305
td-main-record_preparation-0054-d0-t0,td-main-record_preparation-0054,record_preparation,False,False,final_answer,True,pass,,839,211,0.0014205
td-main-reconciliation-0033-d1-t0,td-main-reconciliation-0033,reconciliation,True,False,final_answer,True,pass,,426,150,0.000882
td-main-record_preparation-0041-d1-t1,td-main-record_preparation-0041,record_preparation,True,True,final_answer,True,pass,,1196,663,0.00338325
td-main-reconciliation-0028-d0-t0,td-main-reconciliation-0028,reconciliation,False,False,final_answer,True,pass,,507,508,0.00228525
td-main-reconciliation-0001-d0-t0,td-main-reconciliation-0001,reconciliation,False,False,final_answer,True,pass,,433,29,0.0004335
td-main-formal_rules-0041-d1-t1,td-main-formal_rules-0041,formal_rules,True,True,final_answer,True,pass,,1732,194,0.0020265
td-main-formal_rules-0000-d0-t0,td-main-formal_rules-0000,formal_rules,False,False,final_answer,True,pass,,490,90,0.000705
td-main-record_preparation-0002-d1-t0,td-main-record_preparation-0002,record_preparation,True,False,final_answer,True,pass,,815,93,0.00096
td-main-reconciliation-0023-d1-t0,td-main-reconciliation-0023,reconciliation,True,False,final_answer,True,pass,,421,16,0.00037575
td-main-formal_rules-0028-d1-t1,td-main-formal_rules-0028,formal_rules,True,True,agent_failure,False,fail,REQUEST_BUDGET_EXHAUSTED,2385,72,0.00205875
td-main-formal_rules-0008-d0-t0,td-main-formal_rules-0008,formal_rules,False,False,final_answer,True,pass,,425,58,0.00053625
td-main-formal_rules-0030-d1-t0,td-main-formal_rules-0030,formal_rules,True,False,final_answer,True,pass,,393,19,0.000366
td-main-formal_rules-0005-d1-t1,td-main-formal_rules-0005,formal_rules,True,True,final_answer,True,pass,,1402,68,0.0013065
td-main-reconciliation-0022-d0-t0,td-main-reconciliation-0022,reconciliation,False,False,final_answer,True,pass,,403,39,0.0004485
td-main-reconciliation-0019-d1-t1,td-main-reconciliation-0019,reconciliation,True,True,final_answer,True,pass,,761,16,0.00063075
td-main-reconciliation-0054-d0-t1,td-main-reconciliation-0054,reconciliation,False,True,final_answer,True,pass,,2682,268,0.00301650
td-main-formal_rules-0043-d0-t1,td-main-formal_rules-0043,formal_rules,False,True,final_answer,True,pass,,1516,174,0.0017895
td-main-record_preparation-0006-d0-t1,td-main-record_preparation-0006,record_preparation,False,True,final_answer,True,pass,,1094,202,0.001578
td-main-record_preparation-0002-d0-t0,td-main-record_preparation-0002,record_preparation,False,False,final_answer,True,pass,,815,551,0.0026775
td-main-record_preparation-0041-d0-t0,td-main-record_preparation-0041,record_preparation,False,False,final_answer,True,pass,,957,127,0.001194
td-main-record_preparation-0045-d0-t1,td-main-record_preparation-0045,record_preparation,False,True,agent_failure,False,fail,REQUEST_BUDGET_EXHAUSTED,4497,132,0.00386775
td-main-formal_rules-0056-d1-t0,td-main-formal_rules-0056,formal_rules,True,False,final_answer,True,pass,,456,19,0.00041325
td-main-record_preparation-0043-d0-t0,td-main-record_preparation-0043,record_preparation,False,False,final_answer,True,pass,,543,83,0.0007185
td-main-reconciliation-0037-d1-t0,td-main-reconciliation-0037,reconciliation,True,False,final_answer,True,pass,,496,262,0.0013545
td-main-formal_rules-0035-d1-t1,td-main-formal_rules-0035,formal_rules,True,True,final_answer,True,pass,,1417,118,0.00150525
td-main-record_preparation-0044-d0-t1,td-main-record_preparation-0044,record_preparation,False,True,final_answer,True,pass,,2422,393,0.00329025
td-main-reconciliation-0016-d1-t0,td-main-reconciliation-0016,reconciliation,True,False,final_answer,True,pass,,388,16,0.000351
td-main-record_preparation-0030-d1-t0,td-main-record_preparation-0030,record_preparation,True,False,final_answer,True,pass,,989,452,0.00243675
td-main-reconciliation-0029-d0-t1,td-main-reconciliation-0029,reconciliation,False,True,final_answer,True,pass,,672,404,0.002019
td-main-record_preparation-0021-d1-t0,td-main-record_preparation-0021,record_preparation,True,False,final_answer,True,pass,,765,188,0.00127875
td-main-formal_rules-0033-d0-t0,td-main-formal_rules-0033,formal_rules,False,False,final_answer,True,pass,,393,472,0.00206475
td-main-formal_rules-0052-d1-t1,td-main-formal_rules-0052,formal_rules,True,True,final_answer,True,pass,,1417,118,0.00150525
td-main-formal_rules-0016-d0-t0,td-main-formal_rules-0016,formal_rules,False,False,final_answer,True,pass,,394,471,0.00206175
td-main-reconciliation-0051-d1-t1,td-main-reconciliation-0051,reconciliation,True,True,final_answer,True,pass,,630,16,0.0005325
td-main-reconciliation-0051-d0-t0,td-main-reconciliation-0051,reconciliation,False,False,final_answer,True,pass,,369,25,0.0003705
td-main-record_preparation-0019-d0-t0,td-main-record_preparation-0019,record_preparation,False,False,final_answer,True,pass,,543,83,0.0007185
td-main-formal_rules-0042-d0-t1,td-main-formal_rules-0042,formal_rules,False,True,final_answer,True,pass,,1714,260,0.00226050
td-main-record_preparation-0042-d0-t0,td-main-record_preparation-0042,record_preparation,False,False,final_answer,True,pass,,762,113,0.00099525
td-main-record_preparation-0023-d0-t0,td-main-record_preparation-0023,record_preparation,False,False,final_answer,True,pass,,815,70,0.00087375
td-main-reconciliation-0053-d0-t1,td-main-reconciliation-0053,reconciliation,False,True,final_answer,True,pass,,2388,190,0.0025035
td-main-formal_rules-0014-d1-t1,td-main-formal_rules-0014,formal_rules,True,True,final_answer,True,pass,,1443,93,0.0014310
td-main-record_preparation-0044-d1-t0,td-main-record_preparation-0044,record_preparation,True,False,final_answer,True,pass,,779,584,0.00277425
td-main-record_preparation-0037-d0-t0,td-main-record_preparation-0037,record_preparation,False,False,final_answer,True,pass,,1075,154,0.00138375
td-main-reconciliation-0047-d0-t0,td-main-reconciliation-0047,reconciliation,False,False,final_answer,True,pass,,470,35,0.00048375
td-main-reconciliation-0040-d0-t0,td-main-reconciliation-0040,reconciliation,False,False,final_answer,True,pass,,432,299,0.00144525
td-main-formal_rules-0038-d1-t1,td-main-formal_rules-0038,formal_rules,True,True,final_answer,True,pass,,1714,191,0.00200175
td-main-formal_rules-0008-d1-t0,td-main-formal_rules-0008,formal_rules,True,False,final_answer,True,pass,,425,19,0.00039
td-main-record_preparation-0013-d1-t1,td-main-record_preparation-0013,record_preparation,True,True,final_answer,True,pass,,2352,285,0.00283275
td-main-reconciliation-0016-d0-t1,td-main-reconciliation-0016,reconciliation,False,True,final_answer,True,pass,,1366,133,0.00152325
td-main-record_preparation-0009-d0-t0,td-main-record_preparation-0009,record_preparation,False,False,final_answer,True,pass,,937,122,0.00116025
td-main-formal_rules-0047-d0-t1,td-main-formal_rules-0047,formal_rules,False,True,final_answer,True,pass,,1519,175,0.0017955
td-main-formal_rules-0003-d0-t0,td-main-formal_rules-0003,formal_rules,False,False,final_answer,True,pass,,521,116,0.00082575
td-main-record_preparation-0032-d1-t1,td-main-record_preparation-0032,record_preparation,True,True,final_answer,True,pass,,1822,227,0.00221775
td-main-record_preparation-0030-d0-t1,td-main-record_preparation-0030,record_preparation,False,True,final_answer,True,pass,,2828,380,0.003546
td-main-formal_rules-0017-d1-t0,td-main-formal_rules-0017,formal_rules,True,False,final_answer,True,pass,,519,19,0.0004605
td-main-reconciliation-0049-d1-t1,td-main-reconciliation-0049,reconciliation,True,True,final_answer,True,pass,,761,401,0.0020745
td-main-reconciliation-0053-d0-t0,td-main-reconciliation-0053,reconciliation,False,False,final_answer,True,pass,,431,18,0.00039075
td-main-record_preparation-0035-d0-t1,td-main-record_preparation-0035,record_preparation,False,True,final_answer,True,pass,,2884,400,0.003663
td-main-formal_rules-0029-d0-t1,td-main-formal_rules-0029,formal_rules,False,True,final_answer,True,pass,,2602,262,0.0029340
td-main-formal_rules-0008-d1-t1,td-main-formal_rules-0008,formal_rules,True,True,final_answer,True,pass,,1519,143,0.0016755
td-main-formal_rules-0048-d0-t0,td-main-formal_rules-0048,formal_rules,False,False,final_answer,True,pass,,487,95,0.0007215
td-main-record_preparation-0030-d0-t0,td-main-record_preparation-0030,record_preparation,False,False,final_answer,True,pass,,989,579,0.002913
td-main-reconciliation-0047-d1-t0,td-main-reconciliation-0047,reconciliation,True,False,final_answer,True,pass,,492,16,0.000429
td-main-reconciliation-0038-d0-t0,td-main-reconciliation-0038,reconciliation,False,False,final_answer,True,pass,,397,45,0.0004665
td-main-record_preparation-0015-d0-t1,td-main-record_preparation-0015,record_preparation,False,True,final_answer,True,pass,,5375,256,0.00499125
td-main-reconciliation-0012-d0-t1,td-main-reconciliation-0012,reconciliation,False,True,final_answer,True,pass,,2424,194,0.00254550
td-main-formal_rules-0019-d1-t1,td-main-formal_rules-0019,formal_rules,True,True,final_answer,True,pass,,1417,118,0.00150525
td-main-reconciliation-0027-d0-t0,td-main-reconciliation-0027,reconciliation,False,False,final_answer,True,pass,,369,31,0.000393
td-main-formal_rules-0038-d1-t0,td-main-formal_rules-0038,formal_rules,True,False,final_answer,False,fail,EXACT_DECISION_STATE_MISMATCH,486,88,0.0006945
td-main-reconciliation-0010-d1-t1,td-main-reconciliation-0010,reconciliation,True,True,final_answer,True,pass,,728,214,0.0013485
td-main-record_preparation-0048-d1-t0,td-main-record_preparation-0048,record_preparation,True,False,final_answer,True,pass,,901,161,0.0012795
td-main-reconciliation-0016-d1-t1,td-main-reconciliation-0016,reconciliation,True,True,final_answer,True,pass,,627,16,0.00053025
td-main-formal_rules-0025-d0-t0,td-main-formal_rules-0025,formal_rules,False,False,final_answer,True,pass,,489,90,0.00070425
td-main-reconciliation-0002-d1-t0,td-main-reconciliation-0002,reconciliation,True,False,final_answer,True,pass,,456,16,0.000402
td-main-reconciliation-0053-d1-t0,td-main-reconciliation-0053,reconciliation,True,False,final_answer,True,pass,,452,16,0.000399
td-main-reconciliation-0024-d1-t0,td-main-reconciliation-0024,reconciliation,True,False,final_answer,True,pass,,384,16,0.000348
td-main-record_preparation-0033-d0-t0,td-main-record_preparation-0033,record_preparation,False,False,final_answer,True,pass,,671,83,0.0008145
td-main-reconciliation-0000-d1-t0,td-main-reconciliation-0000,reconciliation,True,False,final_answer,True,pass,,490,16,0.0004275
td-main-record_preparation-0035-d1-t1,td-main-record_preparation-0035,record_preparation,True,True,final_answer,True,pass,,4355,419,0.00483750
td-main-reconciliation-0008-d0-t0,td-main-reconciliation-0008,reconciliation,False,False,final_answer,True,pass,,470,39,0.00049875
td-main-formal_rules-0051-d0-t1,td-main-formal_rules-0051,formal_rules,False,True,final_answer,True,pass,,1708,231,0.00214725
td-main-formal_rules-0054-d0-t1,td-main-formal_rules-0054,formal_rules,False,True,final_answer,True,pass,,1510,145,0.00167625
td-main-record_preparation-0011-d0-t1,td-main-record_preparation-0011,record_preparation,False,True,final_answer,True,pass,,4752,300,0.004689
td-main-record_preparation-0056-d1-t0,td-main-record_preparation-0056,record_preparation,True,False,final_answer,True,pass,,779,199,0.0013305
td-main-formal_rules-0009-d0-t1,td-main-formal_rules-0009,formal_rules,False,True,final_answer,True,pass,,1612,189,0.00191775
td-main-record_preparation-0002-d0-t1,td-main-record_preparation-0002,record_preparation,False,True,final_answer,True,pass,,2350,218,0.0025800
td-main-formal_rules-0000-d1-t0,td-main-formal_rules-0000,formal_rules,True,False,final_answer,False,fail,EXACT_DECISION_STATE_MISMATCH,490,90,0.000705
td-main-record_preparation-0055-d1-t1,td-main-record_preparation-0055,record_preparation,True,True,agent_failure,False,fail,TOOL_CALL_BUDGET_EXHAUSTED,6476,417,0.00642075
td-main-reconciliation-0040-d1-t0,td-main-reconciliation-0040,reconciliation,True,False,final_answer,True,pass,,452,16,0.000399
td-main-reconciliation-0006-d1-t1,td-main-reconciliation-0006,reconciliation,True,True,final_answer,True,pass,,699,251,0.0014655
td-main-formal_rules-0005-d1-t0,td-main-formal_rules-0005,formal_rules,True,False,final_answer,True,pass,,424,19,0.00038925
td-main-formal_rules-0024-d1-t1,td-main-formal_rules-0024,formal_rules,True,True,final_answer,True,pass,,1618,167,0.00183975
td-main-formal_rules-0016-d1-t1,td-main-formal_rules-0016,formal_rules,True,True,final_answer,True,pass,,1420,119,0.00151125
td-main-record_preparation-0012-d1-t1,td-main-record_preparation-0012,record_preparation,True,True,final_answer,True,pass,,918,147,0.00123975
td-main-formal_rules-0051-d1-t0,td-main-formal_rules-0051,formal_rules,True,False,final_answer,True,pass,,520,19,0.00046125
td-main-reconciliation-0035-d1-t0,td-main-reconciliation-0035,reconciliation,True,False,final_answer,True,pass,,522,16,0.0004515
td-main-formal_rules-0011-d1-t0,td-main-formal_rules-0011,formal_rules,True,False,final_answer,True,pass,,488,19,0.00043725
td-main-formal_rules-0001-d0-t0,td-main-formal_rules-0001,formal_rules,False,False,final_answer,True,pass,,424,58,0.0005355
td-main-record_preparation-0047-d1-t1,td-main-record_preparation-0047,record_preparation,True,True,agent_failure,False,fail,REQUEST_BUDGET_EXHAUSTED,4133,146,0.00364725
td-main-record_preparation-0054-d0-t1,td-main-record_preparation-0054,record_preparation,False,True,final_answer,True,pass,,2574,436,0.0035655
td-main-record_preparation-0053-d1-t1,td-main-record_preparation-0053,record_preparation,True,True,final_answer,True,pass,,4922,430,0.00530400
td-main-record_preparation-0031-d1-t1,td-main-record_preparation-0031,record_preparation,True,True,final_answer,True,pass,,3814,255,0.00381675
td-main-reconciliation-0041-d1-t1,td-main-reconciliation-0041,reconciliation,True,True,final_answer,True,pass,,629,16,0.00053175
td-main-formal_rules-0041-d0-t1,td-main-formal_rules-0041,formal_rules,False,True,final_answer,True,pass,,1732,267,0.00230025
td-main-reconciliation-0045-d0-t0,td-main-reconciliation-0045,reconciliation,False,False,final_answer,True,pass,,369,34,0.00040425
td-main-formal_rules-0018-d1-t0,td-main-formal_rules-0018,formal_rules,True,False,final_answer,True,pass,,488,19,0.00043725
td-main-reconciliation-0055-d0-t0,td-main-reconciliation-0055,reconciliation,False,False,final_answer,True,pass,,402,44,0.0004665
td-main-formal_rules-0012-d0-t0,td-main-formal_rules-0012,formal_rules,False,False,final_answer,True,pass,,490,97,0.00073125
td-main-record_preparation-0000-d1-t1,td-main-record_preparation-0000,record_preparation,True,True,final_answer,True,pass,,2622,464,0.0037065
td-main-record_preparation-0008-d1-t1,td-main-record_preparation-0008,record_preparation,True,True,agent_failure,False,fail,REQUEST_BUDGET_EXHAUSTED,3386,162,0.00314700
td-main-record_preparation-0012-d0-t1,td-main-record_preparation-0012,record_preparation,False,True,final_answer,True,pass,,918,266,0.001686
td-main-record_preparation-0042-d1-t1,td-main-record_preparation-0042,record_preparation,True,True,final_answer,True,pass,,2272,263,0.00269025
td-main-formal_rules-0053-d0-t1,td-main-formal_rules-0053,formal_rules,False,True,final_answer,True,pass,,1729,265,0.00229050
td-main-record_preparation-0033-d1-t0,td-main-record_preparation-0033,record_preparation,True,False,final_answer,True,pass,,671,327,0.0017295
td-main-reconciliation-0030-d0-t0,td-main-reconciliation-0030,reconciliation,False,False,final_answer,True,pass,,433,24,0.00041475
td-main-reconciliation-0033-d1-t1,td-main-reconciliation-0033,reconciliation,True,True,final_answer,True,pass,,665,165,0.0011175
td-main-formal_rules-0055-d1-t0,td-main-formal_rules-0055,formal_rules,True,False,final_answer,True,pass,,521,265,0.0013845
td-main-reconciliation-0043-d0-t0,td-main-reconciliation-0043,reconciliation,False,False,final_answer,True,pass,,369,33,0.0004005
td-main-formal_rules-0001-d1-t0,td-main-formal_rules-0001,formal_rules,True,False,final_answer,True,pass,,424,284,0.001383
td-main-formal_rules-0035-d0-t0,td-main-formal_rules-0035,formal_rules,False,False,final_answer,True,pass,,393,323,0.001506
td-main-reconciliation-0002-d0-t1,td-main-reconciliation-0002,reconciliation,False,True,final_answer,True,pass,,674,27,0.00060675
td-main-record_preparation-0026-d0-t0,td-main-record_preparation-0026,record_preparation,False,False,final_answer,True,pass,,1383,217,0.001851
td-main-record_preparation-0028-d1-t0,td-main-record_preparation-0028,record_preparation,True,False,final_answer,True,pass,,627,151,0.0010365
td-main-formal_rules-0003-d1-t1,td-main-formal_rules-0003,formal_rules,True,True,final_answer,True,pass,,2627,142,0.00250275
td-main-formal_rules-0032-d0-t0,td-main-formal_rules-0032,formal_rules,False,False,final_answer,True,pass,,490,97,0.00073125
td-main-reconciliation-0048-d0-t0,td-main-reconciliation-0048,reconciliation,False,False,final_answer,True,pass,,434,297,0.00143925
td-main-reconciliation-0017-d1-t0,td-main-reconciliation-0017,reconciliation,True,False,final_answer,True,pass,,389,157,0.0008805
td-main-formal_rules-0028-d1-t0,td-main-formal_rules-0028,formal_rules,True,False,final_answer,False,fail,EXACT_DECISION_STATE_MISMATCH,517,108,0.00079275
td-main-record_preparation-0015-d1-t0,td-main-record_preparation-0015,record_preparation,True,False,final_answer,True,pass,,1351,210,0.00180075
td-main-reconciliation-0042-d1-t1,td-main-reconciliation-0042,reconciliation,True,True,final_answer,True,pass,,1612,47,0.00138525
td-main-reconciliation-0007-d0-t0,td-main-reconciliation-0007,reconciliation,False,False,final_answer,True,pass,,367,308,0.00143025
td-main-formal_rules-0019-d0-t1,td-main-formal_rules-0019,formal_rules,False,True,final_answer,True,pass,,1303,56,0.00118725
td-main-reconciliation-0030-d1-t1,td-main-reconciliation-0030,reconciliation,True,True,final_answer,True,pass,,692,202,0.0012765
td-main-formal_rules-0041-d1-t0,td-main-formal_rules-0041,formal_rules,True,False,final_answer,True,pass,,492,288,0.001449
td-main-record_preparation-0019-d1-t0,td-main-record_preparation-0019,record_preparation,True,False,final_answer,True,pass,,543,82,0.00071475
td-main-reconciliation-0040-d0-t1,td-main-reconciliation-0040,reconciliation,False,True,final_answer,True,pass,,1568,183,0.00186225
td-main-record_preparation-0046-d1-t1,td-main-record_preparation-0046,record_preparation,True,True,final_answer,True,pass,,2700,220,0.0028500
td-main-record_preparation-0052-d0-t0,td-main-record_preparation-0052,record_preparation,False,False,final_answer,True,pass,,1095,212,0.00161625
td-main-record_preparation-0007-d0-t0,td-main-record_preparation-0007,record_preparation,False,False,final_answer,True,pass,,617,122,0.00092025
td-main-formal_rules-0009-d1-t0,td-main-formal_rules-0009,formal_rules,True,False,final_answer,True,pass,,490,19,0.00043875
td-main-reconciliation-0031-d0-t1,td-main-reconciliation-0031,reconciliation,False,True,final_answer,True,pass,,1359,138,0.00153675
td-main-formal_rules-0036-d0-t0,td-main-formal_rules-0036,formal_rules,False,False,final_answer,True,pass,,519,108,0.00079425
td-main-reconciliation-0026-d1-t0,td-main-reconciliation-0026,reconciliation,True,False,final_answer,True,pass,,420,16,0.000375
td-main-record_preparation-0003-d1-t0,td-main-record_preparation-0003,record_preparation,True,False,final_answer,True,pass,,1351,224,0.00185325
td-main-formal_rules-0003-d1-t0,td-main-formal_rules-0003,formal_rules,True,False,final_answer,False,fail,EXACT_DECISION_STATE_MISMATCH,521,109,0.0007995
td-main-record_preparation-0016-d0-t1,td-main-record_preparation-0016,record_preparation,False,True,final_answer,True,pass,,5604,504,0.0060930
td-main-reconciliation-0050-d0-t0,td-main-reconciliation-0050,reconciliation,False,False,final_answer,True,pass,,501,446,0.00204825
td-main-reconciliation-0034-d1-t1,td-main-reconciliation-0034,reconciliation,True,True,final_answer,True,pass,,765,16,0.00063375
td-main-formal_rules-0023-d0-t0,td-main-formal_rules-0023,formal_rules,False,False,final_answer,True,pass,,426,58,0.000537
td-main-reconciliation-0015-d1-t0,td-main-reconciliation-0015,reconciliation,True,False,final_answer,True,pass,,524,16,0.000453
td-main-reconciliation-0024-d0-t0,td-main-reconciliation-0024,reconciliation,False,False,final_answer,True,pass,,363,25,0.000366
td-main-record_preparation-0003-d0-t1,td-main-record_preparation-0003,record_preparation,False,True,agent_failure,False,fail,REQUEST_BUDGET_EXHAUSTED,7594,240,0.00659550
td-main-reconciliation-0038-d1-t0,td-main-reconciliation-0038,reconciliation,True,False,final_answer,True,pass,,419,297,0.001428
td-main-reconciliation-0036-d0-t0,td-main-reconciliation-0036,reconciliation,False,False,final_answer,True,pass,,365,28,0.00037875
td-main-reconciliation-0019-d0-t0,td-main-reconciliation-0019,reconciliation,False,False,final_answer,True,pass,,501,389,0.0018345
td-main-formal_rules-0047-d0-t0,td-main-formal_rules-0047,formal_rules,False,False,final_answer,True,pass,,425,51,0.00051
td-main-reconciliation-0004-d1-t1,td-main-reconciliation-0004,reconciliation,True,True,final_answer,True,pass,,725,16,0.00060375
td-main-record_preparation-0029-d0-t1,td-main-record_preparation-0029,record_preparation,False,True,final_answer,True,pass,,2922,205,0.00296025
td-main-reconciliation-0017-d1-t1,td-main-reconciliation-0017,reconciliation,True,True,final_answer,True,pass,,628,260,0.001446
td-main-record_preparation-0025-d0-t1,td-main-record_preparation-0025,record_preparation,False,True,final_answer,True,pass,,4897,224,0.00451275
td-main-reconciliation-0056-d1-t0,td-main-reconciliation-0056,reconciliation,True,False,final_answer,True,pass,,484,16,0.000423
td-main-formal_rules-0037-d1-t1,td-main-formal_rules-0037,formal_rules,True,True,final_answer,True,pass,,1519,143,0.0016755
td-main-record_preparation-0010-d0-t0,td-main-record_preparation-0010,record_preparation,False,False,final_answer,True,pass,,779,744,0.00337425
td-main-formal_rules-0026-d1-t0,td-main-formal_rules-0026,formal_rules,True,False,final_answer,True,pass,,457,312,0.00151275
td-main-formal_rules-0033-d1-t0,td-main-formal_rules-0033,formal_rules,True,False,final_answer,True,pass,,393,256,0.00125475
td-main-record_preparation-0018-d1-t1,td-main-record_preparation-0018,record_preparation,True,True,final_answer,True,pass,,4014,362,0.00436800
td-main-formal_rules-0018-d1-t1,td-main-formal_rules-0018,formal_rules,True,True,final_answer,True,pass,,2602,192,0.0026715
td-main-record_preparation-0037-d1-t0,td-main-record_preparation-0037,record_preparation,True,False,final_answer,True,pass,,1075,154,0.00138375
td-main-reconciliation-0031-d0-t0,td-main-reconciliation-0031,reconciliation,False,False,final_answer,True,pass,,365,32,0.00039375
td-main-formal_rules-0017-d0-t0,td-main-formal_rules-0017,formal_rules,False,False,final_answer,True,pass,,519,115,0.0008205
td-main-record_preparation-0025-d1-t1,td-main-record_preparation-0025,record_preparation,True,True,final_answer,True,pass,,5130,422,0.00543000
td-main-record_preparation-0011-d1-t0,td-main-record_preparation-0011,record_preparation,True,False,final_answer,True,pass,,777,560,0.00268275
td-main-reconciliation-0023-d0-t1,td-main-reconciliation-0023,reconciliation,False,True,final_answer,True,pass,,1469,169,0.00173550
td-main-formal_rules-0001-d0-t1,td-main-formal_rules-0001,formal_rules,False,True,final_answer,True,pass,,1440,124,0.001545
td-main-formal_rules-0025-d1-t0,td-main-formal_rules-0025,formal_rules,True,False,final_answer,True,pass,,489,19,0.000438
td-main-record_preparation-0006-d1-t0,td-main-record_preparation-0006,record_preparation,True,False,final_answer,True,pass,,855,226,0.00148875
td-main-record_preparation-0046-d1-t0,td-main-record_preparation-0046,record_preparation,True,False,final_answer,True,pass,,543,92,0.00075225
td-main-formal_rules-0056-d0-t0,td-main-formal_rules-0056,formal_rules,False,False,final_answer,True,pass,,456,76,0.000627
td-main-formal_rules-0011-d0-t0,td-main-formal_rules-0011,formal_rules,False,False,final_answer,True,pass,,488,90,0.0007035
td-main-record_preparation-0004-d0-t1,td-main-record_preparation-0004,record_preparation,False,True,agent_failure,False,fail,REQUEST_BUDGET_EXHAUSTED,4311,120,0.00368325
td-main-record_preparation-0025-d1-t0,td-main-record_preparation-0025,record_preparation,True,False,final_answer,True,pass,,1213,185,0.0016035
td-main-record_preparation-0025-d0-t0,td-main-record_preparation-0025,record_preparation,False,False,final_answer,True,pass,,1213,186,0.00160725
td-main-reconciliation-0052-d0-t1,td-main-reconciliation-0052,reconciliation,False,True,final_answer,True,pass,,1783,264,0.00232725
